Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000164938,TP53INP1,tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:18022],1987,794,453,682,748,466,436,1646,1335,472,chr8,95938200,95961639,94241,protein_coding
ENSG00000175895,PLEKHF2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:HGNC Symbol;Acc:20757]",526,503,370,487,503,492,223,621,418,558,chr8,96146032,96168912,79666,protein_coding
ENSG00000156172,C8orf37,chromosome 8 open reading frame 37 [Source:HGNC Symbol;Acc:27232],311,225,519,517,305,221,497,376,246,289,chr8,96257147,96281429,157657,protein_coding
ENSG00000156467,UQCRB,ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:12582],877,1404,1141,1236,883,1058,1061,1264,1160,1441,chr8,97238148,97247862,7381,protein_coding
ENSG00000156469,MTERFD1,MTERF domain containing 1 [Source:HGNC Symbol;Acc:24258],37,66,122,109,97,113,152,59,64,191,chr8,97251626,97273838,51001,protein_coding
ENSG00000156471,PTDSS1,phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:9587],369,235,523,273,197,227,637,314,383,203,chr8,97273943,97349223,9791,protein_coding
ENSG00000169439,SDC2,syndecan 2 [Source:HGNC Symbol;Acc:10659],2162,4232,2007,2234,3301,1179,1334,2637,1369,1244,chr8,97505579,97624000,6383,protein_coding
ENSG00000104324,CPQ,carboxypeptidase Q [Source:HGNC Symbol;Acc:16910],1098,1093,909,1039,872,776,558,949,718,739,chr8,97657455,98161882,10404,protein_coding
ENSG00000180543,TSPYL5,TSPY-like 5 [Source:HGNC Symbol;Acc:29367],208,687,563,662,774,700,861,1144,612,771,chr8,98285717,98290176,85453,protein_coding
ENSG00000147649,MTDH,metadherin [Source:HGNC Symbol;Acc:29608],1454,1928,1793,1998,2097,3853,2421,2791,2125,2820,chr8,98656407,98740998,92140,protein_coding
ENSG00000104341,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:13646],4166,3808,3437,3071,2729,2657,2536,2906,3509,1670,chr8,98787285,98865241,55353,protein_coding
ENSG00000132561,MATN2,matrilin 2 [Source:HGNC Symbol;Acc:6908],191,364,199,409,586,166,189,86,113,91,chr8,98881068,99048944,,protein_coding
ENSG00000156482,RPL30,ribosomal protein L30 [Source:HGNC Symbol;Acc:10333],820,1685,975,1058,875,1397,889,1562,919,1225,chr8,99037079,99058697,6156,protein_coding
ENSG00000132541,HRSP12,heat-responsive protein 12 [Source:HGNC Symbol;Acc:16897],140,384,206,337,174,453,294,359,338,189,chr8,99114572,99129469,10247,protein_coding
ENSG00000104361,NIPAL2,NIPA-like domain containing 2 [Source:HGNC Symbol;Acc:25854],253,305,686,429,409,597,750,1047,649,285,chr8,99202061,99306621,79815,protein_coding
ENSG00000104375,STK3,serine/threonine kinase 3 [Source:HGNC Symbol;Acc:11406],463,437,883,684,622,467,690,571,516,383,chr8,99413631,99955055,6788,protein_coding
ENSG00000132549,VPS13B,vacuolar protein sorting 13 homolog B (yeast) [Source:HGNC Symbol;Acc:2183],4077,3253,3702,3309,3193,2750,3226,3394,3704,2730,chr8,100025494,100889808,157680,protein_coding
ENSG00000164919,COX6C,cytochrome c oxidase subunit VIc [Source:HGNC Symbol;Acc:2285],778,1477,715,791,595,735,642,997,691,678,chr8,100885428,100906290,1345,protein_coding
ENSG00000132554,RGS22,regulator of G-protein signaling 22 [Source:HGNC Symbol;Acc:24499],109,100,190,358,345,981,359,453,328,328,chr8,100973164,101143496,26166,protein_coding
ENSG00000147669,POLR2K,"polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa [Source:HGNC Symbol;Acc:9198]",325,221,242,328,315,319,371,261,297,294,chr8,101162812,101166230,5440,protein_coding
ENSG00000104450,SPAG1,sperm associated antigen 1 [Source:HGNC Symbol;Acc:11212],1071,662,690,651,419,452,526,631,1079,463,chr8,101170134,101271506,6674,protein_coding
ENSG00000034677,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:13432]",2055,1253,1043,926,1370,1314,1186,2061,1435,1298,chr8,101269288,101348446,25897,protein_coding
ENSG00000186106,ANKRD46,ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:27229],315,236,345,382,344,400,493,216,309,432,chr8,101521980,101572012,157567,protein_coding
ENSG00000070756,PABPC1,"poly(A) binding protein, cytoplasmic 1 [Source:HGNC Symbol;Acc:8554]",4775,4750,5572,4748,4318,6158,6106,6736,6375,5095,chr8,101698044,101735037,26986,protein_coding
ENSG00000164924,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:HGNC Symbol;Acc:12855]",8144,8634,6867,6253,7623,7603,7530,6710,6913,5588,chr8,101928753,101965616,7534,protein_coding
ENSG00000120963,ZNF706,zinc finger protein 706 [Source:HGNC Symbol;Acc:24992],1275,855,707,929,988,866,516,742,1315,887,chr8,102190106,102218421,51123,protein_coding
ENSG00000104490,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:7655],558,413,846,1012,875,1456,752,648,806,629,chr8,102698771,103137135,83988,protein_coding
ENSG00000048392,RRM2B,ribonucleotide reductase M2 B (TP53 inducible) [Source:HGNC Symbol;Acc:17296],548,465,476,593,599,808,555,722,488,1060,chr8,103216730,103251346,50484,protein_coding
ENSG00000104517,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:16806],4384,4458,3285,3356,4375,3527,3211,2988,4461,4552,chr8,103265240,103425069,51366,protein_coding
ENSG00000155090,KLF10,Kruppel-like factor 10 [Source:HGNC Symbol;Acc:11810],2614,4118,2703,2644,2643,2320,3043,2351,919,2760,chr8,103661007,103668130,7071,protein_coding
ENSG00000155096,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:16432],703,982,653,854,1009,991,845,879,723,1008,chr8,103838585,103906092,51582,protein_coding
ENSG00000253320,KB-1507C5.2,"HCG15011, isoform CRA_a; Protein LOC100996457  [Source:UniProtKB/TrEMBL;Acc:G3V139]",179,91,192,107,140,134,132,59,67,121,chr8,103876528,103990104,100996457,protein_coding
ENSG00000155097,ATP6V1C1,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 [Source:HGNC Symbol;Acc:856]",1092,863,1110,899,1241,1350,1359,915,1181,1456,chr8,104033291,104085279,528,protein_coding
ENSG00000164930,FZD6,frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044],379,305,284,377,357,819,427,452,484,700,chr8,104310661,104345094,8323,protein_coding
ENSG00000164932,CTHRC1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:18831],115,112,126,69,76,219,103,53,40,187,chr8,104383743,104395225,115908,protein_coding
ENSG00000164933,SLC25A32,"solute carrier family 25 (mitochondrial folate carrier), member 32 [Source:HGNC Symbol;Acc:29683]",299,437,345,503,436,898,435,546,473,689,chr8,104410863,104427417,81034,protein_coding
ENSG00000164934,DCAF13,DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:24535],620,329,577,501,557,631,700,311,815,651,chr8,104426942,104455681,25879,protein_coding
ENSG00000176406,RIMS2,regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:17283],3565,2941,3399,2454,2522,2512,3144,2533,2923,1986,chr8,104512976,105268322,9699,protein_coding
ENSG00000147650,LRP12,low density lipoprotein receptor-related protein 12 [Source:HGNC Symbol;Acc:31708],168,249,271,237,295,297,435,251,396,313,chr8,105501459,105601252,29967,protein_coding
ENSG00000164830,OXR1,oxidation resistance 1 [Source:HGNC Symbol;Acc:15822],40,129,113,146,89,660,230,171,180,304,chr8,107282473,107764922,55074,protein_coding
ENSG00000104408,EIF3E,"eukaryotic translation initiation factor 3, subunit E [Source:HGNC Symbol;Acc:3277]",2804,2716,3354,3252,2792,5519,5402,5595,3967,6685,chr8,109213445,109447562,3646,protein_coding
ENSG00000104412,EMC2,ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:28963],215,181,191,205,348,599,257,186,313,321,chr8,109455830,109499145,9694,protein_coding
ENSG00000120533,ENY2,enhancer of yellow 2 homolog (Drosophila) [Source:HGNC Symbol;Acc:24449],824,1517,937,816,1150,1587,1168,2272,1100,1136,chr8,110346553,110358182,56943,protein_coding
ENSG00000147654,EBAG9,"estrogen receptor binding site associated, antigen, 9 [Source:HGNC Symbol;Acc:3123]",548,890,836,829,687,2081,1125,1848,1146,1505,chr8,110551940,110578225,9166,protein_coding
ENSG00000147642,SYBU,syntabulin (syntaxin-interacting) [Source:HGNC Symbol;Acc:26011],360,257,235,317,349,997,452,553,1161,627,chr8,110586207,110704020,55638,protein_coding
ENSG00000104447,TRPS1,trichorhinophalangeal syndrome I [Source:HGNC Symbol;Acc:12340],855,221,730,502,615,656,823,977,1016,756,chr8,116420724,116821899,7227,protein_coding
ENSG00000147677,EIF3H,"eukaryotic translation initiation factor 3, subunit H [Source:HGNC Symbol;Acc:3273]",1371,1888,1758,1505,1594,2560,1827,2817,2131,2404,chr8,117654369,117779164,8667,protein_coding
ENSG00000147679,UTP23,"UTP23, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:28224]",285,343,278,388,348,464,335,430,357,519,chr8,117778742,117861702,84294,protein_coding
ENSG00000164754,RAD21,RAD21 homolog (S. pombe) [Source:HGNC Symbol;Acc:9811],2357,2551,2506,3124,3328,3041,2611,2681,2563,4397,chr8,117858174,117887105,5885,protein_coding
ENSG00000164756,SLC30A8,"solute carrier family 30 (zinc transporter), member 8 [Source:HGNC Symbol;Acc:20303]",5927,15136,7195,17211,35082,22886,14532,37400,14263,8043,chr8,117962512,118188953,169026,protein_coding
ENSG00000164758,MED30,mediator complex subunit 30 [Source:HGNC Symbol;Acc:23032],58,114,35,53,41,50,39,51,51,65,chr8,118532952,118552501,90390,protein_coding
ENSG00000182197,EXT1,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:3512],294,178,651,378,225,503,489,804,394,393,chr8,118806729,119124092,2131,protein_coding
ENSG00000177570,SAMD12,sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:31750],1567,1527,1337,1269,1166,1387,1800,1613,1581,1494,chr8,119201698,119634234,401474,protein_coding
ENSG00000147676,MAL2,"mal, T-cell differentiation protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:13634]",1196,967,1145,1386,1080,2059,1588,1402,2108,2655,chr8,120177273,120257913,114569,protein_coding
ENSG00000136960,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:3357],9491,13163,7613,10441,17827,5841,6295,13501,15148,13038,chr8,120569326,120685693,5168,protein_coding
ENSG00000064313,TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa [Source:HGNC Symbol;Acc:11536]",881,1058,933,813,983,762,1067,555,834,693,chr8,120743015,120845103,6873,protein_coding
ENSG00000155792,DEPTOR,DEP domain containing MTOR-interacting protein [Source:HGNC Symbol;Acc:22953],88,76,213,260,559,210,85,82,63,71,chr8,120885957,121063152,64798,protein_coding
ENSG00000172172,MRPL13,mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:14278],806,951,905,1240,829,1271,686,594,719,713,chr8,121393000,121457642,28998,protein_coding
ENSG00000178764,ZHX2,zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:18513],539,159,499,416,577,528,217,173,196,795,chr8,123793633,123986750,22882,protein_coding
ENSG00000136986,DERL1,derlin 1 [Source:HGNC Symbol;Acc:28454],769,1355,1260,1233,1785,2209,1688,1326,1661,1844,chr8,124025404,124054663,79139,protein_coding
ENSG00000156787,TBC1D31,"TBC1 domain family, member 31 [Source:HGNC Symbol;Acc:30888]",80,100,176,191,142,294,224,145,102,160,chr8,124054208,124164393,93594,protein_coding
ENSG00000189376,C8orf76,chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:25924],273,299,264,335,225,202,179,118,214,258,chr8,124232196,124253638,84933,protein_coding
ENSG00000259305,ZHX1-C8ORF76,ZHX1-C8ORF76 readthrough [Source:HGNC Symbol;Acc:42975],141,103,61,119,116,106,35,49,108,80,chr8,124238431,124279627,100533106,protein_coding
ENSG00000165156,ZHX1,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:12871],1593,1069,1583,1712,1298,1536,1355,1206,1399,1227,chr8,124260696,124287781,11244,protein_coding
ENSG00000156802,ATAD2,"ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:30123]",125,251,183,275,259,124,199,417,127,158,chr8,124332090,124428590,29028,protein_coding
ENSG00000156795,WDYHV1,WDYHV motif containing 1 [Source:HGNC Symbol;Acc:25490],196,145,90,124,188,96,98,119,139,141,chr8,124428965,124479470,55093,protein_coding
ENSG00000156804,FBXO32,F-box protein 32 [Source:HGNC Symbol;Acc:16731],1171,671,374,407,615,627,411,802,698,2422,chr8,124510129,124553446,114907,protein_coding
ENSG00000176853,FAM91A1,"family with sequence similarity 91, member A1 [Source:HGNC Symbol;Acc:26306]",2026,2420,1955,1642,2118,2103,1854,2154,2573,1475,chr8,124780696,124827692,157769,protein_coding
ENSG00000164983,TMEM65,transmembrane protein 65 [Source:HGNC Symbol;Acc:25203],722,359,707,736,666,865,682,550,831,999,chr8,125324231,125384933,157378,protein_coding
ENSG00000183665,TRMT12,tRNA methyltransferase 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26091],97,104,134,84,107,106,48,57,195,76,chr8,125463048,125474391,55039,protein_coding
ENSG00000170881,RNF139,ring finger protein 139 [Source:HGNC Symbol;Acc:17023],229,310,178,289,396,205,129,305,167,278,chr8,125486979,125500155,11236,protein_coding
ENSG00000147687,TATDN1,TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:24220],310,276,147,158,164,176,204,189,154,196,chr8,125500726,125551699,83940,protein_coding
ENSG00000147684,NDUFB9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa [Source:HGNC Symbol;Acc:7704]",1007,1893,1230,1523,1405,1492,854,1851,1185,1274,chr8,125551344,125580751,4715,protein_coding
ENSG00000170873,MTSS1,metastasis suppressor 1 [Source:HGNC Symbol;Acc:20443],3665,2013,1893,2003,2818,2248,2232,2410,2936,2840,chr8,125563031,125740730,9788,protein_coding
ENSG00000104549,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:11279],512,722,1019,666,598,788,903,838,609,451,chr8,126010739,126034525,6713,protein_coding
ENSG00000164961,KIAA0196,KIAA0196 [Source:HGNC Symbol;Acc:28984],1181,1755,1204,1152,1068,1264,1081,1780,1526,1320,chr8,126036502,126104082,9897,protein_coding
ENSG00000156831,NSMCE2,"non-SMC element 2, MMS21 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26513]",190,97,114,143,223,220,193,125,136,233,chr8,126103921,126379362,286053,protein_coding
ENSG00000173334,TRIB1,tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:16891],1393,2080,1036,1956,1755,1876,1135,1903,1436,1671,chr8,126442563,126450647,10221,protein_coding
ENSG00000168672,FAM84B,"family with sequence similarity 84, member B [Source:HGNC Symbol;Acc:24166]",180,570,135,294,142,416,301,583,408,531,chr8,127564687,127570638,157638,protein_coding
ENSG00000153310,FAM49B,"family with sequence similarity 49, member B [Source:HGNC Symbol;Acc:25216]",538,338,408,310,346,142,253,216,212,220,chr8,130851839,131029375,51571,protein_coding
ENSG00000153317,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:2720]",5885,3590,4929,4944,4094,7654,9705,10053,8163,9678,chr8,131064353,131455906,50807,protein_coding
ENSG00000132294,EFR3A,EFR3 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:28970],2072,1115,1602,1513,1517,1997,2247,2075,2379,2041,chr8,132916335,133025889,23167,protein_coding
ENSG00000129295,LRRC6,leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:16725],133,106,301,354,215,287,296,194,124,121,chr8,133584320,133687838,23639,protein_coding
ENSG00000129292,PHF20L1,PHD finger protein 20-like 1 [Source:HGNC Symbol;Acc:24280],1116,1113,1563,1373,1089,1499,1706,1057,1085,1387,chr8,133787618,133861052,51105,protein_coding
ENSG00000104419,NDRG1,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:7679],1113,1461,538,684,2851,3518,580,1487,910,2154,chr8,134249414,134314265,10397,protein_coding
ENSG00000008513,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]",732,680,517,652,624,361,310,412,228,306,chr8,134467091,134584183,6482,protein_coding
ENSG00000066827,ZFAT,zinc finger and AT hook domain containing [Source:HGNC Symbol;Acc:19899],111,202,387,161,105,123,113,139,71,136,chr8,135490031,135725292,57623,protein_coding
ENSG00000131773,KHDRBS3,"KH domain containing, RNA binding, signal transduction associated 3 [Source:HGNC Symbol;Acc:18117]",179,53,297,149,168,81,572,175,202,115,chr8,136469700,136668965,10656,protein_coding
ENSG00000147724,FAM135B,"family with sequence similarity 135, member B [Source:HGNC Symbol;Acc:28029]",1164,1059,1061,772,1550,467,776,636,530,1313,chr8,139142266,139509065,51059,protein_coding
ENSG00000167632,TRAPPC9,trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:30832],2309,1763,926,1479,1424,930,962,1097,1657,1050,chr8,140742586,141468678,83696,protein_coding
ENSG00000104472,CHRAC1,chromatin accessibility complex 1 [Source:HGNC Symbol;Acc:13544],508,1468,808,859,673,576,530,1186,567,451,chr8,141521397,141527236,54108,protein_coding
ENSG00000123908,AGO2,argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:3263],1502,623,671,723,827,745,719,606,774,933,chr8,141541264,141645718,27161,protein_coding
ENSG00000169398,PTK2,protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:9611],4564,3848,4963,3403,4731,3141,4454,3112,4406,3497,chr8,141667999,142012315,5747,protein_coding
ENSG00000105339,DENND3,DENN/MADD domain containing 3 [Source:HGNC Symbol;Acc:29134],610,179,213,202,227,186,191,124,567,197,chr8,142127377,142205907,22898,protein_coding
ENSG00000022567,SLC45A4,"solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]",253,62,138,226,144,168,175,152,214,141,chr8,142217265,142318404,57210,protein_coding
ENSG00000184489,PTP4A3,"protein tyrosine phosphatase type IVA, member 3 [Source:HGNC Symbol;Acc:9636]",220,363,771,287,488,79,172,80,115,46,chr8,142402093,142441620,11156,protein_coding
ENSG00000171045,TSNARE1,t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:26437],70,26,52,61,37,43,58,59,107,36,chr8,143293441,143484601,203062,protein_coding
ENSG00000264668,ZFP41,,35,94,76,73,61,107,122,76,47,75,chr8,144328991,144358573,286128,protein_coding
ENSG00000184428,TOP1MT,"topoisomerase (DNA) I, mitochondrial [Source:HGNC Symbol;Acc:29787]",48,81,50,72,41,119,52,90,46,91,chr8,144386554,144442149,116447,protein_coding
ENSG00000158106,RHPN1,"rhophilin, Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:19973]",93,135,149,196,176,152,127,114,143,74,chr8,144451057,144466390,114822,protein_coding
ENSG00000014164,ZC3H3,zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972],44,29,46,38,53,69,150,101,91,74,chr8,144519825,144623623,23144,protein_coding
ENSG00000104529,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:HGNC Symbol;Acc:3211],319,608,420,326,297,384,473,614,450,434,chr8,144661867,144681711,1936,protein_coding
ENSG00000183309,ZNF623,zinc finger protein 623 [Source:HGNC Symbol;Acc:29084],641,213,654,528,548,511,589,492,410,578,chr8,144718183,144735900,9831,protein_coding
ENSG00000180921,FAM83H,"family with sequence similarity 83, member H [Source:HGNC Symbol;Acc:24797]",50,104,98,115,119,103,154,202,205,91,chr8,144806103,144815971,286077,protein_coding
ENSG00000180900,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:30377],67,52,105,106,99,86,126,50,105,132,chr8,144873090,144897549,23513,protein_coding
ENSG00000179950,PUF60,poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:17042],267,286,435,363,200,262,343,326,162,333,chr8,144898514,144912029,22827,protein_coding
ENSG00000185189,NRBP2,nuclear receptor binding protein 2 [Source:HGNC Symbol;Acc:19339],182,219,340,265,567,177,248,243,170,112,chr8,144915764,144924200,340371,protein_coding
ENSG00000178209,PLEC,plectin [Source:HGNC Symbol;Acc:9069],339,318,533,451,359,402,365,315,389,295,chr8,144989321,145050902,5339,protein_coding
